atccode,target
R03AB02,Beta-2 adrenergic receptor
R03AB02,Beta-3 adrenergic receptor
R03AB02,Superoxide dismutase [Cu-Zn]
R03CB01,Beta-1 adrenergic receptor
R03CB01,Beta-2 adrenergic receptor
R03CB01,Beta-3 adrenergic receptor
R03CB01,Superoxide dismutase [Cu-Zn]
R03CB51,Beta-1 adrenergic receptor
R03CB51,Beta-2 adrenergic receptor
R03CB51,Beta-3 adrenergic receptor
R03CB51,Superoxide dismutase [Cu-Zn]
N05CH01,Melatonin receptor type 1A
N05CH01,Melatonin receptor type 1B
N05CH01,Estrogen receptor alpha
N05CH01,Nuclear receptor ROR-beta
N05CH01,Calmodulin
N05CH01,Myeloperoxidase
N05CH01,Eosinophil peroxidase
N05CH01,Calreticulin
N05CH01,Acetylserotonin O-methyltransferase
N05CH01,Ribosyldihydronicotinamide dehydrogenase [quinone]
J01DD16,Penicillin-binding protein 2B
J01DD16,Penicillin-binding protein 1A
A10BB07,ATP-binding cassette sub-family C member 8
A10BB07,Peroxisome proliferator-activated receptor gamma
N03AE01,GABA(A) Receptor
N03AE01,GABA(A) Receptor Benzodiazepine Binding Site
N03AE01,Nuclear receptor subfamily 1 group I member 2
R06AD52,Histamine H1 receptor
R06AD52,Dopamine D2 receptor
R06AD52,Muscarinic acetylcholine receptor M1
R06AD52,Muscarinic acetylcholine receptor M2
R06AD52,Muscarinic acetylcholine receptor M3
R06AD52,Muscarinic acetylcholine receptor M4
R06AD52,Muscarinic acetylcholine receptor M5
R06AD52,Alpha adrenergic receptor
R06AD52,Calmodulin
R06AD52,Histamine H2 receptor
R06AD52,P2 Purinoceptors
R06AD52,Voltage-gated sodium channel alpha subunit
R06AD52,Voltage-gated Potassium Channels
D04AA10,Histamine H1 receptor
D04AA10,Dopamine D2 receptor
D04AA10,Muscarinic acetylcholine receptor M1
D04AA10,Muscarinic acetylcholine receptor M2
D04AA10,Muscarinic acetylcholine receptor M3
D04AA10,Muscarinic acetylcholine receptor M4
D04AA10,Muscarinic acetylcholine receptor M5
D04AA10,Alpha adrenergic receptor
D04AA10,Calmodulin
D04AA10,Histamine H2 receptor
D04AA10,P2 Purinoceptors
D04AA10,Voltage-gated sodium channel alpha subunit
D04AA10,Voltage-gated Potassium Channels
V03AB05,Histamine H1 receptor
V03AB05,Dopamine D2 receptor
V03AB05,Muscarinic acetylcholine receptor M1
V03AB05,Muscarinic acetylcholine receptor M2
V03AB05,Muscarinic acetylcholine receptor M3
V03AB05,Muscarinic acetylcholine receptor M4
V03AB05,Muscarinic acetylcholine receptor M5
V03AB05,Alpha adrenergic receptor
V03AB05,Calmodulin
V03AB05,Histamine H2 receptor
V03AB05,P2 Purinoceptors
V03AB05,Voltage-gated sodium channel alpha subunit
V03AB05,Voltage-gated Potassium Channels
R06AD02,Histamine H1 receptor
R06AD02,Dopamine D2 receptor
R06AD02,Muscarinic acetylcholine receptor M1
R06AD02,Muscarinic acetylcholine receptor M2
R06AD02,Muscarinic acetylcholine receptor M3
R06AD02,Muscarinic acetylcholine receptor M4
R06AD02,Muscarinic acetylcholine receptor M5
R06AD02,Alpha adrenergic receptor
R06AD02,Calmodulin
R06AD02,Histamine H2 receptor
R06AD02,P2 Purinoceptors
R06AD02,Voltage-gated sodium channel alpha subunit
R06AD02,Voltage-gated Potassium Channels
A11CC02,Vitamin D3 receptor
R06AD07,Histamine H1 receptor
J05AE08,Human immunodeficiency virus type 1 protease
J05AR15,Human immunodeficiency virus type 1 protease
J05AR23,Human immunodeficiency virus type 1 protease
L01BB05,Ribonucleoside-diphosphate reductase large subunit
L01BB05,DNA polymerase alpha catalytic subunit
L01BB05,DNA
L01BB05,Deoxycytidine kinase
C08EX02,"Carnitine O-palmitoyltransferase 1, liver isoform"
C08EX02,"Carnitine O-palmitoyltransferase 2, mitochondrial"
C08EX02,Potassium voltage-gated channel subfamily H member 2
D04AA32,Histamine H1 receptor
D04AA32,Muscarinic acetylcholine receptor M2
R06AA02,Histamine H1 receptor
R06AA02,Muscarinic acetylcholine receptor M2
D04AA33,Histamine H1 receptor
D04AA33,Muscarinic acetylcholine receptor M2
R06AA52,Histamine H1 receptor
R06AA52,Muscarinic acetylcholine receptor M2
C10BX15,3-hydroxy-3-methylglutaryl-coenzyme A reductase
C10BX15,Dipeptidyl peptidase 4
C10BX15,Aryl hydrocarbon receptor
C10BX15,Histone deacetylase 2
C10BX15,Nuclear receptor subfamily 1 group I member 3
C10AA05,3-hydroxy-3-methylglutaryl-coenzyme A reductase
C10AA05,Dipeptidyl peptidase 4
C10AA05,Aryl hydrocarbon receptor
C10AA05,Histone deacetylase 2
C10AA05,Nuclear receptor subfamily 1 group I member 3
C10BX03,3-hydroxy-3-methylglutaryl-coenzyme A reductase
C10BX03,Dipeptidyl peptidase 4
C10BX03,Aryl hydrocarbon receptor
C10BX03,Histone deacetylase 2
C10BX03,Nuclear receptor subfamily 1 group I member 3
C10BA05,3-hydroxy-3-methylglutaryl-coenzyme A reductase
C10BA05,Dipeptidyl peptidase 4
C10BA05,Aryl hydrocarbon receptor
C10BA05,Histone deacetylase 2
C10BA05,Nuclear receptor subfamily 1 group I member 3
C10BX11,3-hydroxy-3-methylglutaryl-coenzyme A reductase
C10BX11,Dipeptidyl peptidase 4
C10BX11,Aryl hydrocarbon receptor
C10BX11,Histone deacetylase 2
C10BX11,Nuclear receptor subfamily 1 group I member 3
C10BX08,3-hydroxy-3-methylglutaryl-coenzyme A reductase
C10BX08,Dipeptidyl peptidase 4
C10BX08,Aryl hydrocarbon receptor
C10BX08,Histone deacetylase 2
C10BX08,Nuclear receptor subfamily 1 group I member 3
C10BX06,3-hydroxy-3-methylglutaryl-coenzyme A reductase
C10BX06,Dipeptidyl peptidase 4
C10BX06,Aryl hydrocarbon receptor
C10BX06,Histone deacetylase 2
C10BX06,Nuclear receptor subfamily 1 group I member 3
C10BX12,3-hydroxy-3-methylglutaryl-coenzyme A reductase
C10BX12,Dipeptidyl peptidase 4
C10BX12,Aryl hydrocarbon receptor
C10BX12,Histone deacetylase 2
C10BX12,Nuclear receptor subfamily 1 group I member 3
M05BB01,Hydroxylapatite
M05BB01,Receptor-type tyrosine-protein phosphatase S
M05BB01,V-type proton ATPase catalytic subunit A
M05BB01,ADP/ATP translocase 1
M05BB01,ADP/ATP translocase 2
M05BB01,ADP/ATP translocase 3
M05BA01,Hydroxylapatite
M05BA01,Receptor-type tyrosine-protein phosphatase S
M05BA01,V-type proton ATPase catalytic subunit A
M05BA01,ADP/ATP translocase 1
M05BA01,ADP/ATP translocase 2
M05BA01,ADP/ATP translocase 3
C01AA07,Sodium/potassium-transporting ATPase subunit alpha-1
A06AX06,5-hydroxytryptamine receptor 4
A06AX06,5-hydroxytryptamine receptor 2B
A06AX06,5-hydroxytryptamine receptor 2C
A06AX06,5-hydroxytryptamine receptor 2A
N03AG04,"4-aminobutyrate aminotransferase, mitochondrial"
A07DA01,Mu-type opioid receptor
A07DA01,Delta-type opioid receptor
J04AM01,16S ribosomal RNA
J04AM01,23S ribosomal RNA
J04AM01,30S ribosomal protein S12
J04AM01,Cytoplasmic membrane
J04AM01,Bacterial outer membrane
J04AM01,Protein-arginine deiminase type-4
J01GA01,16S ribosomal RNA
J01GA01,23S ribosomal RNA
J01GA01,30S ribosomal protein S12
J01GA01,Cytoplasmic membrane
J01GA01,Bacterial outer membrane
J01GA01,Protein-arginine deiminase type-4
A07AA54,16S ribosomal RNA
A07AA54,23S ribosomal RNA
A07AA54,30S ribosomal protein S12
A07AA54,Cytoplasmic membrane
A07AA54,Bacterial outer membrane
A07AA54,Protein-arginine deiminase type-4
A07AA04,16S ribosomal RNA
A07AA04,23S ribosomal RNA
A07AA04,30S ribosomal protein S12
A07AA04,Cytoplasmic membrane
A07AA04,Bacterial outer membrane
A07AA04,Protein-arginine deiminase type-4
A08AB01,Pancreatic triacylglycerol lipase
A08AB01,Gastric triacylglycerol lipase
A08AB01,Fatty acid synthase
S01GX06,Histamine H1 receptor
N07AX01,Muscarinic acetylcholine receptor M3
N07AX01,Muscarinic acetylcholine receptor M1
N07AX01,Muscarinic acetylcholine receptor M2
N07AX01,Muscarinic acetylcholine receptor M4
S01EB01,Muscarinic acetylcholine receptor M3
S01EB01,Muscarinic acetylcholine receptor M1
S01EB01,Muscarinic acetylcholine receptor M2
S01EB01,Muscarinic acetylcholine receptor M4
S01EB51,Muscarinic acetylcholine receptor M3
S01EB51,Muscarinic acetylcholine receptor M1
S01EB51,Muscarinic acetylcholine receptor M2
S01EB51,Muscarinic acetylcholine receptor M4
C05AD03,Sodium channel protein type 10 subunit alpha
R02AD01,Sodium channel protein type 10 subunit alpha
D04AB04,Sodium channel protein type 10 subunit alpha
N01BA05,Sodium channel protein type 10 subunit alpha
P01BA03,Fe(II)-protoporphyrin IX
P01BA03,"Keratin, type II cytoskeletal 7"
P01BA03,Ribosyldihydronicotinamide dehydrogenase [quinone]
B01AC11,Prostacyclin receptor
B01AC11,Prostaglandin E2 receptor EP1 subtype
B01AC11,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A"
B01AC11,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B"
B01AC11,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C"
B01AC11,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D"
B01AC11,Tissue-type plasminogen activator
B01AC11,Prostaglandin D2 receptor 2
C02LA03,Synaptic vesicular amine transporter
C02AA05,Synaptic vesicular amine transporter
D01AE23,Squalene monooxygenase
C01AC01,Sodium/potassium-transporting ATPase subunit alpha-1
C01AC01,Sodium/potassium-transporting ATPase subunit alpha-2
C01AC01,Sodium/potassium-transporting ATPase subunit alpha-3
C10AA04,3-hydroxy-3-methylglutaryl-coenzyme A reductase
C10AA04,Histone deacetylase 2
P02BA02,DNA
L04AA13,"Dihydroorotate dehydrogenase (quinone), mitochondrial"
L04AA13,Aryl hydrocarbon receptor
L04AA13,Protein-tyrosine kinase 2-beta
C10BX10,3-hydroxy-3-methylglutaryl-coenzyme A reductase
C10BX10,Integrin alpha-L
C10BX05,3-hydroxy-3-methylglutaryl-coenzyme A reductase
C10BX05,Integrin alpha-L
C10BX07,3-hydroxy-3-methylglutaryl-coenzyme A reductase
C10BX07,Integrin alpha-L
C10AA07,3-hydroxy-3-methylglutaryl-coenzyme A reductase
C10AA07,Integrin alpha-L
A10BH52,3-hydroxy-3-methylglutaryl-coenzyme A reductase
A10BH52,Integrin alpha-L
G01AE10,3-hydroxy-3-methylglutaryl-coenzyme A reductase
G01AE10,Integrin alpha-L
C10BX13,3-hydroxy-3-methylglutaryl-coenzyme A reductase
C10BX13,Integrin alpha-L
C10BX09,3-hydroxy-3-methylglutaryl-coenzyme A reductase
C10BX09,Integrin alpha-L
C10BA09,3-hydroxy-3-methylglutaryl-coenzyme A reductase
C10BA09,Integrin alpha-L
C10BX16,3-hydroxy-3-methylglutaryl-coenzyme A reductase
C10BX16,Integrin alpha-L
C10BX17,3-hydroxy-3-methylglutaryl-coenzyme A reductase
C10BX17,Integrin alpha-L
C10BX14,3-hydroxy-3-methylglutaryl-coenzyme A reductase
C10BX14,Integrin alpha-L
C10BA06,3-hydroxy-3-methylglutaryl-coenzyme A reductase
C10BA06,Integrin alpha-L
J02AX01,DNA
J02AX01,DNA (cytosine-5)-methyltransferase 1
J02AX01,Thymidylate synthase
D01AE21,DNA
D01AE21,DNA (cytosine-5)-methyltransferase 1
D01AE21,Thymidylate synthase
N05AG02,Dopamine D2 receptor
N05AG02,Dopamine D3 receptor
N05AG02,Potassium voltage-gated channel subfamily H member 2
N05AG02,Calmodulin
L01BC06,Thymidylate synthase
L01BC06,DNA
L01BC06,RNA
C01CA22,Beta-1 adrenergic receptor
C01CA22,Beta-2 adrenergic receptor
C01CA22,Beta-3 adrenergic receptor
P01AX05,DNA
P01AX05,85/88 kDa calcium-independent phospholipase A2
P01AX05,Cytosolic phospholipase A2
P01AX05,Inactive phospholipase C-like protein 1
N06AB06,Sodium-dependent serotonin transporter
N06AB06,Sodium-dependent dopamine transporter
N06AB06,Sigma receptor
N06AB06,Sodium-dependent noradrenaline transporter
N06AB06,Equilibrative nucleoside transporter 4
A08AA10,Sodium-dependent noradrenaline transporter
A08AA10,Sodium-dependent serotonin transporter
A08AA10,Sodium-dependent dopamine transporter
R01AC02,Histamine H1 receptor
R01AC02,Neurotensin receptor type 2
S01GX02,Histamine H1 receptor
S01GX02,Neurotensin receptor type 2
N05CE02,Gamma-aminobutyric acid receptor subunit alpha-1
N05CE02,GABA(A) Receptor
H02CA01,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1
H02CA01,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2
H02CA01,Estrogen receptor alpha
H02CA01,Estrogen receptor beta
B01AB51,Antithrombin-III
B01AB51,Coagulation factor X
B01AB51,P-selectin
B01AB51,Fibroblast growth factor receptor 4
B01AB51,Fibroblast growth factor 4
B01AB51,Fibroblast growth factor 19
B01AB51,Fibroblast growth factor receptor 1
B01AB51,Fibroblast growth factor 1
B01AB51,Fibroblast growth factor receptor 2
B01AB51,Fibroblast growth factor 2
B01AB51,Platelet factor 4
B01AB51,Hepatocyte growth factor
C05BA03,Antithrombin-III
C05BA03,Coagulation factor X
C05BA03,P-selectin
C05BA03,Fibroblast growth factor receptor 4
C05BA03,Fibroblast growth factor 4
C05BA03,Fibroblast growth factor 19
C05BA03,Fibroblast growth factor receptor 1
C05BA03,Fibroblast growth factor 1
C05BA03,Fibroblast growth factor receptor 2
C05BA03,Fibroblast growth factor 2
C05BA03,Platelet factor 4
C05BA03,Hepatocyte growth factor
S01XA14,Antithrombin-III
S01XA14,Coagulation factor X
S01XA14,P-selectin
S01XA14,Fibroblast growth factor receptor 4
S01XA14,Fibroblast growth factor 4
S01XA14,Fibroblast growth factor 19
S01XA14,Fibroblast growth factor receptor 1
S01XA14,Fibroblast growth factor 1
S01XA14,Fibroblast growth factor receptor 2
S01XA14,Fibroblast growth factor 2
S01XA14,Platelet factor 4
S01XA14,Hepatocyte growth factor
C05BA53,Antithrombin-III
C05BA53,Coagulation factor X
C05BA53,P-selectin
C05BA53,Fibroblast growth factor receptor 4
C05BA53,Fibroblast growth factor 4
C05BA53,Fibroblast growth factor 19
C05BA53,Fibroblast growth factor receptor 1
C05BA53,Fibroblast growth factor 1
C05BA53,Fibroblast growth factor receptor 2
C05BA53,Fibroblast growth factor 2
C05BA53,Platelet factor 4
C05BA53,Hepatocyte growth factor
B01AB01,Antithrombin-III
B01AB01,Coagulation factor X
B01AB01,P-selectin
B01AB01,Fibroblast growth factor receptor 4
B01AB01,Fibroblast growth factor 4
B01AB01,Fibroblast growth factor 19
B01AB01,Fibroblast growth factor receptor 1
B01AB01,Fibroblast growth factor 1
B01AB01,Fibroblast growth factor receptor 2
B01AB01,Fibroblast growth factor 2
B01AB01,Platelet factor 4
B01AB01,Hepatocyte growth factor
A07AC01,Cytochrome P450 51
A07AC01,"Nitric oxide synthase, endothelial"
A07AC01,"Nitric oxide synthase, inducible"
A07AC01,Nuclear receptor subfamily 1 group I member 2
A07AC01,Calcium-activated potassium channel
A07AC01,Voltage-gated Potassium Channels
A07AC01,Inward rectifier potassium channel
A07AC01,Voltage gated L-type calcium channel
J02AB01,Cytochrome P450 51
J02AB01,"Nitric oxide synthase, endothelial"
J02AB01,"Nitric oxide synthase, inducible"
J02AB01,Nuclear receptor subfamily 1 group I member 2
J02AB01,Calcium-activated potassium channel
J02AB01,Voltage-gated Potassium Channels
J02AB01,Inward rectifier potassium channel
J02AB01,Voltage gated L-type calcium channel
D01AC52,Cytochrome P450 51
D01AC52,"Nitric oxide synthase, endothelial"
D01AC52,"Nitric oxide synthase, inducible"
D01AC52,Nuclear receptor subfamily 1 group I member 2
D01AC52,Calcium-activated potassium channel
D01AC52,Voltage-gated Potassium Channels
D01AC52,Inward rectifier potassium channel
D01AC52,Voltage gated L-type calcium channel
G01AF20,Cytochrome P450 51
G01AF20,"Nitric oxide synthase, endothelial"
G01AF20,"Nitric oxide synthase, inducible"
G01AF20,Nuclear receptor subfamily 1 group I member 2
G01AF20,Calcium-activated potassium channel
G01AF20,Voltage-gated Potassium Channels
G01AF20,Inward rectifier potassium channel
G01AF20,Voltage gated L-type calcium channel
A01AB09,Cytochrome P450 51
A01AB09,"Nitric oxide synthase, endothelial"
A01AB09,"Nitric oxide synthase, inducible"
A01AB09,Nuclear receptor subfamily 1 group I member 2
A01AB09,Calcium-activated potassium channel
A01AB09,Voltage-gated Potassium Channels
A01AB09,Inward rectifier potassium channel
A01AB09,Voltage gated L-type calcium channel
D01AC02,Cytochrome P450 51
D01AC02,"Nitric oxide synthase, endothelial"
D01AC02,"Nitric oxide synthase, inducible"
D01AC02,Nuclear receptor subfamily 1 group I member 2
D01AC02,Calcium-activated potassium channel
D01AC02,Voltage-gated Potassium Channels
D01AC02,Inward rectifier potassium channel
D01AC02,Voltage gated L-type calcium channel
S02AA13,Cytochrome P450 51
S02AA13,"Nitric oxide synthase, endothelial"
S02AA13,"Nitric oxide synthase, inducible"
S02AA13,Nuclear receptor subfamily 1 group I member 2
S02AA13,Calcium-activated potassium channel
S02AA13,Voltage-gated Potassium Channels
S02AA13,Inward rectifier potassium channel
S02AA13,Voltage gated L-type calcium channel
G01AF04,Cytochrome P450 51
G01AF04,"Nitric oxide synthase, endothelial"
G01AF04,"Nitric oxide synthase, inducible"
G01AF04,Nuclear receptor subfamily 1 group I member 2
G01AF04,Calcium-activated potassium channel
G01AF04,Voltage-gated Potassium Channels
G01AF04,Inward rectifier potassium channel
G01AF04,Voltage gated L-type calcium channel
S01AA27,Penicillin-binding protein 1A
J01DC02,Penicillin-binding protein 1A
J01RA03,Penicillin-binding protein 1A
G04BE02,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B"
G04BE02,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A"
A03AD01,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B"
A03AD01,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A"
G04BE52,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B"
G04BE52,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A"
R06AB54,Histamine H1 receptor
R06AB54,Sodium-dependent serotonin transporter
R06AB54,Sodium-dependent noradrenaline transporter
R06AB54,Sodium-dependent dopamine transporter
R06AB04,Histamine H1 receptor
R06AB04,Sodium-dependent serotonin transporter
R06AB04,Sodium-dependent noradrenaline transporter
R06AB04,Sodium-dependent dopamine transporter
C08CA55,Voltage-dependent L-type calcium channel subunit alpha-1C
C08CA55,Nuclear receptor subfamily 1 group I member 2
C08CA55,Calmodulin
C08CA55,Voltage-dependent L-type calcium channel subunit alpha-1D
C08CA55,Voltage-dependent L-type calcium channel subunit alpha-1S
C08CA55,Voltage-dependent L-type calcium channel subunit beta-2
C08CA55,Potassium voltage-gated channel subfamily D member 3
C08CA55,Voltage-dependent T-type calcium channel
C08GA01,Voltage-dependent L-type calcium channel subunit alpha-1C
C08GA01,Nuclear receptor subfamily 1 group I member 2
C08GA01,Calmodulin
C08GA01,Voltage-dependent L-type calcium channel subunit alpha-1D
C08GA01,Voltage-dependent L-type calcium channel subunit alpha-1S
C08GA01,Voltage-dependent L-type calcium channel subunit beta-2
C08GA01,Potassium voltage-gated channel subfamily D member 3
C08GA01,Voltage-dependent T-type calcium channel
C08CA05,Voltage-dependent L-type calcium channel subunit alpha-1C
C08CA05,Nuclear receptor subfamily 1 group I member 2
C08CA05,Calmodulin
C08CA05,Voltage-dependent L-type calcium channel subunit alpha-1D
C08CA05,Voltage-dependent L-type calcium channel subunit alpha-1S
C08CA05,Voltage-dependent L-type calcium channel subunit beta-2
C08CA05,Potassium voltage-gated channel subfamily D member 3
C08CA05,Voltage-dependent T-type calcium channel
C07FB03,Voltage-dependent L-type calcium channel subunit alpha-1C
C07FB03,Nuclear receptor subfamily 1 group I member 2
C07FB03,Calmodulin
C07FB03,Voltage-dependent L-type calcium channel subunit alpha-1D
C07FB03,Voltage-dependent L-type calcium channel subunit alpha-1S
C07FB03,Voltage-dependent L-type calcium channel subunit beta-2
C07FB03,Potassium voltage-gated channel subfamily D member 3
C07FB03,Voltage-dependent T-type calcium channel
C02BA01,Neuronal acetylcholine receptor subunit alpha-10
P01AX06,Cytochrome b
P01AX06,"Dihydroorotate dehydrogenase (quinone), mitochondrial"
P01AX06,"Dihydroorotate dehydrogenase (quinone), mitochondrial"
C01BD01,HERG human cardiac K+ channel
