drugid,target
DB01392,5-hydroxytryptamine receptor 2C
DB01392,ATP-sensitive potassium channel
DB01392,5-hydroxytryptamine receptor 2B
DB01393,Peroxisome proliferator-activated receptor alpha
DB01393,Peroxisome proliferator-activated receptor delta
DB01393,Peroxisome proliferator-activated receptor gamma
DB01393,Nuclear receptor subfamily 1 group I member 2
DB01393,Retinoic acid receptor RXR-alpha
DB01393,Retinoic acid receptor RXR-beta
DB01393,Retinoic acid receptor RXR-gamma
DB08380,Peroxisome proliferator-activated receptor alpha
DB08380,Peroxisome proliferator-activated receptor delta
DB08380,Peroxisome proliferator-activated receptor gamma
DB08380,Nuclear receptor subfamily 1 group I member 2
DB08380,Retinoic acid receptor RXR-alpha
DB08380,Retinoic acid receptor RXR-beta
DB08380,Retinoic acid receptor RXR-gamma
DB01394,Tubulin beta chain
DB01395,Progesterone receptor
DB01395,Mineralocorticoid receptor
DB01395,Androgen receptor
DB01395,Glucocorticoid receptor
DB01396,Sodium/potassium-transporting ATPase subunit alpha-1
DB01397,Prostaglandin G/H synthase 2
DB01397,Prostaglandin G/H synthase 1
DB01399,Prostaglandin G/H synthase 2
DB01399,Prostaglandin G/H synthase 1
DB01400,Acetylcholinesterase
DB01401,Prostaglandin G/H synthase 1
DB01401,Prostaglandin G/H synthase 2
DB01403,Dopamine D2 receptor
DB01403,Dopamine D1 receptor
DB01403,Dopamine D5 receptor
DB01403,Dopamine D3 receptor
DB01403,Dopamine D4 receptor
DB01403,5-hydroxytryptamine receptor 2A
DB01403,5-hydroxytryptamine receptor 2C
DB01403,Histamine H1 receptor
DB01403,Muscarinic acetylcholine receptor M1
DB01403,Muscarinic acetylcholine receptor M2
DB01403,Muscarinic acetylcholine receptor M3
DB01403,Muscarinic acetylcholine receptor M4
DB01403,Muscarinic acetylcholine receptor M5
DB01403,Alpha-1A adrenergic receptor
DB01403,Alpha-1B adrenergic receptor
DB01403,Alpha-1D adrenergic receptor
DB01403,Alpha-2A adrenergic receptor
DB01403,Alpha-2B adrenergic receptor
DB01403,Alpha-2C adrenergic receptor
DB01404,Interleukin-6
DB01404,Prostaglandin G/H synthase 2
DB01404,Aryl hydrocarbon receptor
DB01405,DNA gyrase subunit A
DB01405,DNA topoisomerase 4 subunit A
DB01406,Estrogen receptor alpha
DB01406,Androgen receptor
DB01406,Progesterone receptor
DB01406,Gonadotropin-releasing hormone receptor
DB01406,Putative gonadotropin-releasing hormone II receptor
DB01406,C-C motif chemokine 2
DB01407,Beta-2 adrenergic receptor
DB01407,Beta-1 adrenergic receptor
DB01407,Beta-3 adrenergic receptor
DB01407,Beta-nerve growth factor
DB01407,Tumor necrosis factor
DB01408,Beta-2 adrenergic receptor
DB01409,Muscarinic acetylcholine receptor M3
DB01409,Muscarinic acetylcholine receptor M1
DB01409,Muscarinic acetylcholine receptor M2
DB01409,Muscarinic acetylcholine receptor M4
DB01409,Muscarinic acetylcholine receptor M5
DB01410,Glucocorticoid receptor
DB01411,Cysteinyl leukotriene receptor 1
DB01411,Tumor necrosis factor
DB01411,Interleukin-5
DB01411,Eosinophil cationic protein
DB01411,Nuclear factor NF-kappa-B p105 subunit
DB01411,Mucin-2
DB01412,Adenosine receptor A1
DB01412,Adenosine receptor A2a
DB01412,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B"
DB01413,Penicillin-binding protein 2
DB01413,Peptidoglycan synthase FtsI
DB01413,Penicillin-binding protein 3
DB01413,Penicillin-binding protein 2
DB01414,Penicillin-binding protein 1A
DB01414,Penicillin-binding protein 1B
DB01415,Peptidoglycan synthase FtsI
DB01415,Penicillin-binding protein 1A
DB01415,Penicillin-binding protein 1B
DB01415,Penicillin-binding protein 2
DB01416,Peptidoglycan synthase FtsI
DB01418,Vitamin K epoxide reductase complex subunit 1
DB01419,Prostaglandin G/H synthase 1
DB01419,Prostaglandin G/H synthase 2
DB01420,Androgen receptor
DBSALT001032,Androgen receptor
DB01421,30S ribosomal protein S10
DB01421,16S ribosomal RNA
DB01422,Methionine aminopeptidase 2
DB01422,Magnesium cation
DB01422,Manganese cation
DB01425,Dopamine D2 receptor
DB01426,Sodium channel protein type 5 subunit alpha
DB01427,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A"
DB01427,Tumor necrosis factor
DB01427,"cGMP-inhibited 3',5'-cyclic phosphodiesterase B"
DB01427,"cAMP-specific 3',5'-cyclic phosphodiesterase 4 (PDE4)"
DB01427,"cAMP-specific 3',5'-cyclic phosphodiesterase 3"
DB01428,Progesterone receptor
DB01428,Androgen receptor
DB01428,Estrogen receptor alpha
DB01428,Estrogen receptor beta
DB01429,Sodium channel protein type 5 subunit alpha
DB01429,Calmodulin
DB01430,Sodium/potassium-transporting ATPase subunit alpha-1
DB01431,Progesterone receptor
DB01431,Estrogen receptor alpha
DB01432,Bile acids
DB01433,Mu-type opioid receptor
DB01435,Prostaglandin G/H synthase 2
DB01435,Prostaglandin G/H synthase 1
DB01436,Vitamin D3 receptor
DB01436,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial"
DB01436,Retinoic acid receptor RXR-alpha
DB01437,Gamma-aminobutyric acid receptor subunit alpha-1
DB01437,GABA(A) Receptor
DB01438,Sodium channel protein type 1 subunit alpha
DB01438,Group A nerve fibers
DB01439,Mu-type opioid receptor
DB01439,Delta-type opioid receptor
DB01439,Kappa-type opioid receptor
DB01440,Gamma-hydroxybutyrate (GHB) receptor
DB01440,Gamma-aminobutyric acid receptor subunit beta-1
DB01442,5-hydroxytryptamine receptor 2A
DB01442,Sodium-dependent dopamine transporter
DB01442,Sodium-dependent serotonin transporter
DB01442,Sodium-dependent noradrenaline transporter
DB01442,Synaptic vesicular amine transporter
DB01442,Chromaffin granule amine transporter
DB01442,Amine oxidase [flavin-containing] A
DB01442,Amine oxidase [flavin-containing] B
DB01444,Mu-type opioid receptor
DB01444,Delta-type opioid receptor
DB01452,Mu-type opioid receptor
DB01452,Kappa-type opioid receptor
DB01452,Delta-type opioid receptor
DB01452,Liver carboxylesterase 1
DB01454,Sodium-dependent serotonin transporter
DB01454,Synaptic vesicular amine transporter
DB01454,Sodium-dependent dopamine transporter
DB01454,5-hydroxytryptamine receptor 2A
DB01454,5-hydroxytryptamine receptor 2B
DB01454,5-hydroxytryptamine receptor 2C
DB01454,Sodium-dependent noradrenaline transporter
DB01463,Sodium-dependent dopamine transporter
DB01466,Mu-type opioid receptor
DB01472,Sodium-dependent dopamine transporter
DB01472,Sodium-dependent serotonin transporter
DB01472,Synaptic vesicular amine transporter
DB01472,Alpha-1A adrenergic receptor
DB01472,Alpha-2A adrenergic receptor
DB01472,Amine oxidase [flavin-containing] A
DB01472,Amine oxidase [flavin-containing] B
EXPT03303,Sodium-dependent dopamine transporter
EXPT03303,Sodium-dependent serotonin transporter
EXPT03303,Synaptic vesicular amine transporter
EXPT03303,Alpha-1A adrenergic receptor
EXPT03303,Alpha-2A adrenergic receptor
EXPT03303,Amine oxidase [flavin-containing] A
EXPT03303,Amine oxidase [flavin-containing] B
DB01481,Androgen receptor
DB01483,Gamma-aminobutyric acid receptor subunit alpha-1
DB01483,Gamma-aminobutyric acid receptor subunit alpha-2
DB01483,Gamma-aminobutyric acid receptor subunit alpha-3
DB01483,Gamma-aminobutyric acid receptor subunit alpha-4
DB01483,Gamma-aminobutyric acid receptor subunit alpha-5
DB01483,Gamma-aminobutyric acid receptor subunit alpha-6
DB01483,Neuronal acetylcholine receptor subunit alpha-4
DB01483,Neuronal acetylcholine receptor subunit alpha-7
DB01483,Glutamate receptor 2
DB01483,"Glutamate receptor ionotropic, kainate 2"
DB01488,5-hydroxytryptamine receptor 6
DB01488,5-hydroxytryptamine receptor 2A
DB01488,Sigma non-opioid intracellular receptor 1
DB01489,GABA(A) Receptor
DB01489,GABA(A) Receptor Benzodiazepine Binding Site
DB01496,Gamma-aminobutyric acid receptor subunit alpha-1
DB01496,Gamma-aminobutyric acid receptor subunit alpha-2
DB01496,Gamma-aminobutyric acid receptor subunit alpha-3
DB01496,Gamma-aminobutyric acid receptor subunit alpha-4
DB01496,Gamma-aminobutyric acid receptor subunit alpha-5
DB01496,Gamma-aminobutyric acid receptor subunit alpha-6
DB01496,Neuronal acetylcholine receptor subunit alpha-4
DB01496,Neuronal acetylcholine receptor subunit alpha-7
DB01496,Glutamate receptor 2
DB01496,"Glutamate receptor ionotropic, kainate 2"
DB01497,Mu-type opioid receptor
DB01497,Delta-type opioid receptor
DB01497,Kappa-type opioid receptor
DB01497,Nociceptin receptor
DB01497,E3 ubiquitin-protein ligase TRIM13
DB01497,Pro-opiomelanocortin
DB01511,GABA(A) Receptor
DB01511,GABA(A) Receptor Benzodiazepine Binding Site
DB01520,"Glutamate receptor ionotropic, NMDA 3A"
DB01520,"Glutamate receptor ionotropic, NMDA 3B"
DB01520,"Glutamate receptor ionotropic, NMDA 2A"
DB01520,"Glutamate receptor ionotropic, NMDA 2C"
DB01520,"Glutamate receptor ionotropic, NMDA 2B"
DB01520,"Glutamate receptor ionotropic, NMDA 2D"
DB01520,Alpha-7 nicotinic cholinergic receptor subunit
DB01535,Mu-type opioid receptor
DB01535,Delta-type opioid receptor
DB01535,Kappa-type opioid receptor
DB01536,Estradiol 17-beta-dehydrogenase 1
DB01536,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1
DB01536,6-deoxyerythronolide B hydroxylase
DB01536,Aldo-keto reductase family 1 member C3
EXPT00569,Estradiol 17-beta-dehydrogenase 1
EXPT00569,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1
EXPT00569,6-deoxyerythronolide B hydroxylase
EXPT00569,Aldo-keto reductase family 1 member C3
DB07386,Estradiol 17-beta-dehydrogenase 1
DB07386,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1
DB07386,6-deoxyerythronolide B hydroxylase
DB07386,Aldo-keto reductase family 1 member C3
DB01537,5-hydroxytryptamine receptor 2C
DB01537,5-hydroxytryptamine receptor 2A
DB01541,Androgen receptor
DB01544,GABA(A) Receptor
DB01544,GABA(A) Receptor Benzodiazepine Binding Site
DB01545,GABA(A) Receptor
DB01545,GABA(A) Receptor Benzodiazepine Binding Site
DB01548,Mu-type opioid receptor
DB01548,Delta-type opioid receptor
DB01548,Kappa-type opioid receptor
DB01548,E3 ubiquitin-protein ligase TRIM13
DB01549,"Glutamate receptor ionotropic, NMDA 3A"
DB01549,Dopamine D2 receptor
DB01553,GABA(A) Receptor
DB01553,GABA(A) Receptor Benzodiazepine Binding Site
DB01558,GABA(A) Receptor
DB01558,GABA(A) Receptor Benzodiazepine Binding Site
DB01559,GABA(A) Receptor
DB01559,GABA(A) Receptor Benzodiazepine Binding Site
DB01561,Estradiol 17-beta-dehydrogenase 1
DB01561,Steroid Delta-isomerase
DB03620,Estradiol 17-beta-dehydrogenase 1
DB03620,Steroid Delta-isomerase
DB01564,Androgen receptor
DB01565,Mu-type opioid receptor
DB01565,Delta-type opioid receptor
DB01565,Kappa-type opioid receptor
DB01565,E3 ubiquitin-protein ligase TRIM13
DB01565,Pro-opiomelanocortin
DB01567,Gamma-aminobutyric acid receptor subunit alpha-1
DB01567,Gamma-aminobutyric acid receptor subunit alpha-2
DB01567,Gamma-aminobutyric acid receptor subunit alpha-3
DB01567,Gamma-aminobutyric acid receptor subunit alpha-5
DB01567,Gamma-aminobutyric acid receptor subunit gamma-1
DB01567,Gamma-aminobutyric acid receptor subunit gamma-2
DB01567,Gamma-aminobutyric acid receptor subunit gamma-3
DB01567,Gamma-aminobutyric acid receptor subunit beta-1
DB01567,Gamma-aminobutyric acid receptor subunit beta-2
DB01567,Gamma-aminobutyric acid receptor subunit beta-3
DB01567,Gamma-aminobutyric acid receptor subunit delta
DB01567,Gamma-aminobutyric acid receptor subunit epsilon
DB01567,Gamma-aminobutyric acid receptor subunit pi
DB01567,Gamma-aminobutyric acid receptor subunit rho-1
DB01567,Gamma-aminobutyric acid receptor subunit rho-2
DB01567,Gamma-aminobutyric acid receptor subunit rho-3
DB01569,Corticosteroid 11-beta-dehydrogenase isozyme 2
DB01571,Mu-type opioid receptor
DB01571,Delta-type opioid receptor
DB01571,Kappa-type opioid receptor
DB01576,Synaptic vesicular amine transporter
DB01576,Sodium-dependent noradrenaline transporter
DB01576,Sodium-dependent dopamine transporter
DB01576,Trace amine-associated receptor 1
DB01576,Alpha-1B adrenergic receptor
DB01576,Alpha adrenergic receptor
DB01577,Sodium-dependent dopamine transporter
DB01577,Sodium-dependent serotonin transporter
DB01577,Sodium-dependent noradrenaline transporter
DB01577,Synaptic vesicular amine transporter
DB01577,Chromaffin granule amine transporter
DB01577,Trace amine-associated receptor 1
DB01577,Alpha-2A adrenergic receptor
DB01577,Alpha-2B adrenergic receptor
DB01577,Alpha-2C adrenergic receptor
DB01577,Amine oxidase [flavin-containing] A
DB01577,Amine oxidase [flavin-containing] B
DB01579,Alpha-1A adrenergic receptor
DB01579,Sodium-dependent noradrenaline transporter
DB01579,Alpha-1B adrenergic receptor
DB01580,Beta-1 adrenergic receptor
DB01580,Beta-2 adrenergic receptor
DB01580,Beta-3 adrenergic receptor
DB01581,Dihydropteroate synthase
DB01582,Dihydropteroate synthase
DB01583,Thyroid hormone receptor alpha
DB01583,Thyroid hormone receptor beta
DB01586,Aldo-keto reductase family 1 member C2
DB01586,Bile acid receptor
DB01587,GABA(A) Receptor
DB01587,GABA(A) Receptor Benzodiazepine Binding Site
DB01588,GABA(A) Receptor
DB01588,GABA(A) Receptor Benzodiazepine Binding Site
DB01589,GABA(A) Receptor
DB01589,GABA(A) Receptor Benzodiazepine Binding Site
DB01590,Serine/threonine-protein kinase mTOR
DB01591,Muscarinic acetylcholine receptor M3
DB01591,Muscarinic acetylcholine receptor M1
DB01591,Muscarinic acetylcholine receptor M2
DB01591,Muscarinic acetylcholine receptor M4
DB01591,Muscarinic acetylcholine receptor M5
APRD00168,Muscarinic acetylcholine receptor M3
APRD00168,Muscarinic acetylcholine receptor M1
APRD00168,Muscarinic acetylcholine receptor M2
APRD00168,Muscarinic acetylcholine receptor M4
APRD00168,Muscarinic acetylcholine receptor M5
DB01592,Transferrin receptor protein 1
DB01592,Egl nine homolog 1
DB01592,Histone deacetylase 8
DB01592,Alpha-hemoglobin-stabilizing protein
DB01592,Hemoglobin subunit alpha
DB01592,"Frataxin, mitochondrial"
DB01592,Ferritin heavy chain
DB01592,Flap endonuclease 1
DB01592,Endonuclease 8-like 1
DB01592,Endonuclease 8-like 2
DB01592,DNA polymerase beta
DB01592,Ceruloplasmin
DB01592,Serotransferrin
DB01593,B1 bradykinin receptor
DB01593,Methylated-DNA--protein-cysteine methyltransferase
DB01593,Fructose-bisphosphate aldolase A
DB01593,Elongation factor 1-alpha 1
DB01593,Alpha-enolase
DB01593,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific"
DB01593,Nucleoside diphosphate kinase A
DB01593,Protein disulfide-isomerase
DB01593,Protein disulfide-isomerase A3
DB01593,Peroxiredoxin-1
DB01593,Phosphoserine phosphatase
DB01593,Triosephosphate isomerase
DB01593,"Elongation factor Tu, mitochondrial"
DB01593,Estrogen receptor alpha
DB01593,Interleukin-3
DB01593,Metallothionein-2
DB01593,Copper chaperone for superoxide dismutase
DB01593,Histone deacetylase 1
DB01593,Histone deacetylase 4
DB01593,DNA-3-methyladenine glycosylase
DB01593,Semenogelin-1
DB01593,Superoxide dismutase [Cu-Zn]
DB01593,Histone deacetylase 8
DB01593,Apoptosis regulatory protein Siva
DB01593,Glycine receptor subunit alpha-1
DB01593,E3 ubiquitin-protein ligase Mdm2
DB01593,Insulin
DB01593,Utrophin
DB01593,Aspartoacylase
DB01593,Protein S100-A8
DB01593,Protein S100-A9
DB01593,Matrix metalloproteinase-9
DB01593,Tumor protein p73
DB01593,Protein S100-A2
DB01593,Cellular tumor antigen p53
DB01593,Metallothionein-3
DB01593,Programmed cell death protein 6
DB01593,DAN domain family member 5
DB01593,Metallothionein-1A
DB01593,Alpha-1B-glycoprotein
DB01593,Alpha-2-macroglobulin
DB01593,Angiotensinogen
DB01593,Alpha-2-HS-glycoprotein
DB01593,Serum amyloid P-component
DB01593,Apolipoprotein A-I
DB01593,Apolipoprotein A-II
DB01593,Apolipoprotein A-IV
DB01593,Apolipoprotein B receptor
DB01593,Apolipoprotein E
DB01593,Apolipoprotein L1
DB01593,Complement C1q subcomponent subunit B
DB01593,Complement C1q subcomponent subunit C
DB01593,Complement C1r subcomponent
DB01593,Complement C1s subcomponent
DB01593,Complement C3
DB01593,Complement C4-B
DB01593,C4b-binding protein alpha chain
DB01593,C4b-binding protein beta chain
DB01593,Complement C5
DB01593,Lys-63-specific deubiquitinase BRCC36
DB01593,Complement component C8 alpha chain
DB01593,Complement component C8 beta chain
DB01593,Complement component C8 gamma chain
DB01593,Complement factor B
DB01593,Complement factor H
DB01593,Complement factor I
DB01593,Clusterin
DB01593,Ceruloplasmin
DB01593,Carboxypeptidase N catalytic chain
DB01593,Carboxypeptidase N subunit 2
DB01593,Dermcidin
DB01593,Desmoplakin
DB01593,Coagulation factor XII
DB01593,Coagulation factor XIII B chain
DB01593,Prothrombin
DB01593,Ficolin-3
DB01593,Fibrinogen alpha chain
DB01593,Fibronectin
DB01593,Gelsolin
DB01593,Hemoglobin subunit alpha
DB01593,Hemoglobin subunit beta
DB01593,Haptoglobin-related protein
DB01593,Hornerin
DB01593,Insulin-like growth factor-binding protein complex acid labile subunit
DB01593,Ig alpha-1 chain C region
DB01593,Ig mu chain C region
DB01593,Immunoglobulin kappa variable 1-17
DB01593,Ig kappa chain V-III region GOL
DB01593,Immunoglobulin lambda variable 3-21
DB01593,Inter-alpha-trypsin inhibitor heavy chain H1
DB01593,Inter-alpha-trypsin inhibitor heavy chain H2
DB01593,Inter-alpha-trypsin inhibitor heavy chain H3
DB01593,Inter-alpha-trypsin inhibitor heavy chain H4
DB01593,Immunoglobulin J chain
DB01593,Junction plakoglobin
DB01593,Plasma kallikrein
DB01593,Kininogen-1
DB01593,"Keratin, type II cytoskeletal 1"
DB01593,"Keratin, type I cytoskeletal 10"
DB01593,"Keratin, type I cytoskeletal 14"
DB01593,"Keratin, type I cytoskeletal 16"
DB01593,"Keratin, type II cytoskeletal 2 epidermal"
DB01593,"Keratin, type II cytoskeletal 5"
DB01593,"Keratin, type II cytoskeletal 6A"
DB01593,"Keratin, type I cytoskeletal 9"
DB01593,Alpha-1-acid glycoprotein 2
DB01593,N-acetylmuramoyl-L-alanine amidase
DB01593,Serum paraoxonase/arylesterase 1
DB01593,Pregnancy zone protein
DB01593,Protein S100-A7
DB01593,Selenoprotein P
DB01593,Alpha-1-antitrypsin
DB01593,Alpha-1-antichymotrypsin
DB01593,Kallistatin
DB01593,Corticosteroid-binding globulin
DB01593,Heparin cofactor 2
DB01593,Sex hormone-binding globulin
DB01593,Serotransferrin
DB01593,Transthyretin
DB01593,Vitronectin
DB01593,Amyloid-like protein 1
DB01593,Amyloid-like protein 2
DB01593,Amyloid beta A4 protein
DB01593,Poly [ADP-ribose] polymerase 1
DB01594,GABA(A) Receptor
DB01594,GABA(A) Receptor Benzodiazepine Binding Site
